Symbol,Exchange,Industry (Sector),Subgroup (Theme),Sub-industry,Source Symbol,Match Type,ISIN,Company Name,Primary Company Name
544138.BO,XBOM,CHEMICALS & POLYMERS,Alkali Chemicals,Commodity Chemicals Companies,JGCHEM,primary_local,INE0MB501011,J.G.Chemicals,J.G.Chemicals Limited
544140.BO,XBOM,Food & Beverages,Packaged & Processed Foods,Packaged Foods Companies,GOPAL,primary_local,INE0L9R01028,Gopal Snacks,Gopal Snacks Limited
544141.BO,XBOM,BANKING & FINANCIAL SERVICES,Capital Market Intern.,Stockbroking & Allied Companies,544141,primary_local,INE510U01018,Pune e,Pune E - Stock Broking Limited
544142.BO,XBOM,BANKING & FINANCIAL SERVICES,Investment & Holding,Investment Company Companies,SCILAL,primary_local,INE0PB301013,Shipping Land,Shipping Corporation of India Land and Assets Limited
544143.BO,XBOM,Healthcare Segments,Specialized Equipment & Retail,Medical Equipment & Supplies Companies,544143,primary_local,INE0QQG01019,Royal Sense,Royal Sense Limited
544144.BO,XBOM,AUTOMOTIVE (STOCKS),Auto Dealers & Retail,Auto Dealer Companies,PVSL,primary_local,INE772T01024,Popular Vehicles,Popular Vehicles and Services Limited
544149.BO,XBOM,PROFESSIONAL SERVICES,"HR, Staffing & Training",Diversified Commercial Services Companies,KRYSTAL,primary_local,INE0QN801017,Krystal Integrat,Krystal Integrated Services Limited
544150.BO,XBOM,ENGINEERING & MANUFACTURING,Heavy Electrical Equip,Heavy Electrical Equipment Companies,544150,primary_local,INE0QVH01025,KP Green Engg.,KP GREEN ENGINEERING LIMITED
544151.BO,XBOM,Food & Beverages,Packaged & Processed Foods,Packaged Foods Companies,544151,primary_local,INE0AH901011,Chatha Foods,CHATHA FOODS LIMITED
544158.BO,XBOM,HEAVY CIVIL INFRASTRUCTURE,Broad EPC & Civil,Civil Construction Companies,SRM,primary_local,INE0R6Z01013,SRM Contractors Limited,SRM Contractors Limited
544161.BO,XBOM,Lifestyle & Retail,Jewellery,"Gems, Jewellery And Watches Companies",DPABHUSHAN,primary_local,INE266Y01019,D.P. Abhushan,D. P. Abhushan Limited
544162.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Telecom Operators,Telecom - Cellular & Fixed line services Companies,BHARTIHEXA,primary_local,INE343G01021,Bharti Hexacom,Bharti Hexacom Limited
544163.BO,XBOM,"ENERGY, OIL & GAS",Lubricants & Specialty Oils,Lubricants Companies,544163,primary_local,INE0S0701019,Greenhitech Ven.,Greenhitech Ventures Limited
544165.BO,XBOM,Agri Business,Animal Feed & Seeds,Animal Feed Companies,544165,primary_local,INE0SGR01013,Shivam Chemicals,SHIVAM CHEMICALS LIMITED
544167.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,JNKINDIA,primary_local,INE0OAF01028,JNK India Limited,JNK India Limited
544169.BO,XBOM,Healthcare Segments,Specialized Equipment & Retail,Medical Equipment & Supplies Companies,544169,primary_local,INE0QSB01016,Amkay Products,Amkay Products Limited
544170.BO,XBOM,Consumer Durables,Household White Goods,Household Appliances Companies,544170,primary_local,INE0QXT01018,Dolphin Kitchen Utensils,Dolphin Kitchen Utencils and Appliances Limited
544172.BO,XBOM,Healthcare Segments,Pharma - API & CRAMS,"Healthcare Research, Analytics & Technology Companies",INDGN,primary_local,INE065X01017,Indegene,Indegene Limited
544173.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Consumer E-Retail,E-Retail/ E-Commerce Companies,544173,primary_local,INE0QOQ01013,Finelistings Tec,Finelistings Technologies Limited
544174.BO,XBOM,TRAVEL & HOSPITALITY,Tour & Travel Services,"Tour, Travel Related Services Companies",TBOTEK,primary_local,INE673O01025,TBO Tek,TBO Tek Limited
544176.BO,XBOM,BANKING & FINANCIAL SERVICES,Housing Finance,Housing Finance Company Companies,AADHARHFC,primary_local,INE883F01010,Aadhar Hsg. Fin.,Aadhar Housing Finance Limited
544177.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Enterprise Platforms,Computers Hardware & Equipments Companies,544177,primary_local,INE0SCB01016,Aztec Fluids,Aztec Fluids & Machinery Limited
544179.BO,XBOM,BANKING & FINANCIAL SERVICES,General Insurance,General Insurance Companies,GODIGIT,primary_local,INE03JT01014,Go Digit General,Go Digit General Insurance Limited
544181.BO,XBOM,Real Estate Segments,Property Allied Services,Diversified Commercial Services Companies,AWFIS,primary_local,INE108V01019,AWFIS Space,Awfis Space Solutions Limited
544184.BO,XBOM,Consumer Durables,Houseware & Glass,Glass - Industrial Companies,BOROSCI,primary_local,INE02L001032,Borosil Scienti.,Borosil Scientific Limited
544187.BO,XBOM,CHEMICALS & POLYMERS,Speciality Chemicals,Specialty Chemicals Companies,KRONOX,primary_local,INE0ATZ01017,Kronox Lab Sciences Limited,Kronox Lab Sciences Limited
544188.BO,XBOM,Consumer Durables,Furniture & Decor,"Furniture, Home Furnishing Companies",544188,primary_local,INE0QZ901011,Magenta Life,Magenta Lifecare Limited
544192.BO,XBOM,TRAVEL & HOSPITALITY,Tour & Travel Services,"Tour, Travel Related Services Companies",IXIGO,primary_local,INE0HV901016,Le Travenues,Le Travenues Technology Limited
544197.BO,XBOM,Lifestyle & Retail,Hypermarkets & Dept. Stores,Diversified Retail Companies,RETAIL,primary_local,INE03DD01011,JHS Svend.Retail,JHS Svendgaard Retail Ventures Limited
544198.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,DEEDEV,primary_local,INE841L01016,DEE Development Engineers Limited,DEE Development Engineers Limited
544199.BO,XBOM,Env & Sustainability,Waste Management,Waste Management Companies,544199,primary_local,INE0RUJ01013,Gem Enviro,GEM Enviro Management Limited
544200.BO,XBOM,BANKING & FINANCIAL SERVICES,NBFC,Non Banking Financial Company (NBFC) Companies,AFIL,bse_security_id,INE916Y01027,Akme Fintrade (India) Limited,Akme Fintrade (India) Limited
544201.BO,XBOM,Food & Beverages,Dairy & Milk Products,Dairy Products Companies,544201,primary_local,INE0S6R01027,Dindigul Farm,DINDIGUL FARM PRODUCT LIMITED
544202.BO,XBOM,Consumer Durables,Furniture & Decor,"Furniture, Home Furnishing Companies",STANLEY,primary_local,INE01A001028,Stanley Lifesty.,Stanley Lifestyles Limited
544203.BO,XBOM,Food & Beverages,Alcoholic Beverages,Breweries & Distilleries Companies,ABDL,primary_local,INE552Z01027,Allied Blenders,Allied Blenders and Distillers Limited
544204.BO,XBOM,METALS & MINING,Sponge & Ferro Alloys,Sponge Iron Companies,VRAJ,primary_local,INE0S2V01010,Vraj Iron,Vraj Iron and Steel Limited
544207.BO,XBOM,BANKING & FINANCIAL SERVICES,PSU Infra Finance,Other Financial Services Companies,RELIABLE,primary_local,INE375Y01018,Reliable Data,Reliable Data Services Limited
544209.BO,XBOM,METALS & MINING,Iron & Steel Products,Iron & Steel Products Companies,BANSALWIRE,primary_local,INE0B9K01025,Bansal Wire Inds,Bansal Wire Industries Limited
544210.BO,XBOM,Healthcare Segments,Pharma,Pharmaceuticals Companies,EMCURE,primary_local,INE168P01015,Emcure Pharma,Emcure Pharmaceuticals Limited
544213.BO,XBOM,Agri Business,Rice & Grain Processing,Other Agricultural Products Companies,544213,primary_local,INE0T3401029,Aelea Commoditi.,AELEA COMMODITIES LIMITED
544217.BO,XBOM,Agri Business,Rice & Grain Processing,Other Agricultural Products Companies,SANSTAR,primary_local,INE08NE01025,Sanstar,Sanstar Limited
544219.BO,XBOM,Env & Sustainability,Waste Management,Waste Management Companies,544219,primary_local,INE0MNP01016,VVIP Infratech,VVIP Infratech Limited
544222.BO,XBOM,Healthcare Segments,Pharma,Pharmaceuticals Companies,AKUMS,primary_local,INE09XN01023,Akums Drugs and Pharmaceuticals Limited,Akums Drugs and Pharmaceuticals Limited
544223.BO,XBOM,HEAVY CIVIL INFRASTRUCTURE,Roads & Highways,Civil Construction Companies,CEIGALL,primary_local,INE0AG901020,Ceigall India,Ceigall India Limited
544224.BO,XBOM,Logistics & Trans,Logistics,Logistics Solution Provider Companies,544224,primary_local,INE0OXY01013,Afcom Holdings,Afcom Holdings Limited
544225.BO,XBOM,AUTOMOTIVE (STOCKS),2/3 Wheelers,2/3 Wheelers Companies,OLAELEC,primary_local,INE0LXG01040,Ola Electric,Ola Electric Mobility Limited
544226.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Consumer E-Retail,E-Retail/ E-Commerce Companies,FIRSTCRY,primary_local,INE02RE01045,Brainbees Solut.,Brainbees Solutions Limited
544227.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Enterprise Platforms,Software Products Companies,UNIECOM,primary_local,INE00U401027,Unicommerce,Unicommerce Esolutions Limited
544230.BO,XBOM,Lifestyle & Retail,Premium & Branded Apparel,Garments & Apparels Companies,SSDL,primary_local,INE0PQ101010,Saraswati Saree,Saraswati Saree Depot Limited
544232.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,INTERARCH,primary_local,INE00M901018,Interarch Building Products Limited,Interarch Building Solutions Limited
544233.BO,XBOM,Lifestyle & Retail,Home Textiles & Furnish,Other Textile Products Companies,MFML,primary_local,INE0US801024,Mahalaxmi Fabric Mills Limited,Mahalaxmi Fabric Mills Limited
544234.BO,XBOM,Lifestyle & Retail,Apparel Retail Chains,Trading - Textile Products Companies,GLOBALE,primary_local,INE0URU01010,Globale Tessile,Globale Tessile Limited
544235.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,IT Enabled Services (BPM),IT Enabled Services Companies,ORIENTTECH,primary_local,INE0PPK01015,Orient Tech.,Orient Technologies Limited
544236.BO,XBOM,AUTOMOTIVE (STOCKS),Auto Dealers & Retail,Auto Dealer Companies,544236,primary_local,INE0SK201011,Resourceful Auto,Resourceful Automobile Limited
544238.BO,XBOM,"ENERGY, OIL & GAS",Solar & Renewables,Other Electrical Equipment Companies,PREMIERENE,primary_local,INE0BS701011,Premier Energies,Premier Energies Limited
544239.BO,XBOM,Logistics & Trans,Surface Transport,Road Transport Companies,ECOSMOBLTY,primary_local,INE06HJ01020,Ecos (India),Ecos (India) Mobility & Hospitality Limited
544240.BO,XBOM,Lifestyle & Retail,Home Textiles & Furnish,Other Textile Products Companies,RAYMONDLSL,primary_local,INE02ID01020,Raymond Lifestyl,Raymond Lifestyle Limited
544242.BO,XBOM,TRAVEL & HOSPITALITY,Tour & Travel Services,"Tour, Travel Related Services Companies",544242,primary_local,INE0SG001011,Travels & Rent.,Travels & rentals Limited
544243.BO,XBOM,Lifestyle & Retail,Apparel Retail Chains,Speciality Retail Companies,STYLEBAAZA,primary_local,INE01FR01028,Baazar Style,Baazar Style Retail Limited
544244.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,GALAPREC,primary_local,INE0RE001014,Gala Precision Engineering Limited,Gala Precision Engineering Limited
544245.BO,XBOM,TRAVEL & HOSPITALITY,Tour & Travel Services,"Tour, Travel Related Services Companies",544245,primary_local,INE0N4701016,Naturewings Hol.,Naturewings Holidays Limited
544246.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,RVTH,primary_local,INE0DAB01012,Revathi Equipment India Limited,Revathi Equipment India Limited
544248.BO,XBOM,Media & Leisure,Events & Weddings,Other Consumer Services Companies,544248,primary_local,INE0UYT01018,Mach Conferences,MACH CONFERENCES AND EVENTS LIMITED
544249.BO,XBOM,FMCG CLUSTERS,Packaging and Containers,Packaging Companies,BALAJEE,primary_local,INE0S2G01011,Shree Tirupati Balajee Agro Trading Company Limited,Shree Tirupati Balajee Agro Trading Company Limited
544250.BO,XBOM,Healthcare Segments,Pharma,Pharmaceuticals Companies,SANOFICONR,primary_local,INE0UOS01011,Sanofi Consumer Healthcare India Limited,Sanofi Consumer Healthcare India Limited
544252.BO,XBOM,BANKING & FINANCIAL SERVICES,Housing Finance,Housing Finance Company Companies,BAJAJHFL,primary_local,INE377Y01014,Bajaj Housing,Bajaj Housing Finance Limited
544253.BO,XBOM,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,KROSS,primary_local,INE0O6601022,Kross Limited,Kross Limited
544254.BO,XBOM,AUTOMOTIVE COMPONENTS,Tyres & Wheels,Tyres & Rubber Products Companies,TOLINS,primary_local,INE0RWQ01014,Tolins Tyres,Tolins Tyres Limited
544256.BO,XBOM,Lifestyle & Retail,Jewellery,"Gems, Jewellery And Watches Companies",PNGJL,primary_local,INE953R01016,P N Gadgil Jewe.,P N Gadgil Jewellers Limited
544257.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,E-Learning / EdTech,E-Learning Companies,544257,primary_local,INE0Q3401017,Sodhani Academy,Sodhani Academy of Fintech Enablers Limited
544258.BO,XBOM,Logistics & Trans,Logistics,Logistics Solution Provider Companies,WCIL,primary_local,INE0CJF01024,Western Carriers,Western Carriers (India) Limited
544260.BO,XBOM,BANKING & FINANCIAL SERVICES,NBFC,Non Banking Financial Company (NBFC) Companies,NORTHARC,primary_local,INE850M01015,Northern ARC,Northern Arc Capital Limited
544261.BO,XBOM,Real Estate Segments,Commercial & Diversified,Real Estate Companies,ARKADE,primary_local,INE0QRL01017,Arkade Developers Limited,Arkade Developers Limited
544262.BO,XBOM,BANKING & FINANCIAL SERVICES,NBFC,Non Banking Financial Company (NBFC) Companies,MANBA,primary_local,INE939X01013,Manba Finance Limited,Manba Finance Limited
544263.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Other Industrial Products Companies,KRN,primary_local,INE0Q3J01015,KRN Heat Exchan,KRN Heat Exchanger and Refrigeration Limited
544264.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Other Industrial Products Companies,DIFFNKG,primary_local,INE184O01015,Diffusion Eng,Diffusion Engineers Limited
544265.BO,XBOM,CHEMICALS & POLYMERS,Polymers,Petrochemicals Companies,544265,primary_local,INE0QUL01011,Nexxus Petro,Nexxus Petro Industries Limited
544267.BO,XBOM,FMCG CLUSTERS,Packaging and Containers,Packaging Companies,544267,primary_local,INE0U6201010,Subam Papers,SUBAM PAPERS LIMITED
544271.BO,XBOM,HEAVY CIVIL INFRASTRUCTURE,Broad EPC & Civil,Civil Construction Companies,GARUDA,primary_local,INE0JVO01026,Garuda Construction and Engineering Limited,Garuda Construction and Engineering Limited
544272.BO,XBOM,DIVERSIFIED & TRADING,Commodity Trading,Trading - Chemicals Companies,544272,primary_local,INE0YRO01015,Shiv Texchem,SHIV TEXCHEM LIMITED
544273.BO,XBOM,Agri Business,Rice & Grain Processing,Other Agricultural Products Companies,MGEL,primary_local,INE0APB01032,Mangalam Global,Mangalam Global Enterprise Limited
544274.BO,XBOM,AUTOMOTIVE (STOCKS),Passenger Cars,Passenger Cars & Utility Vehicles Companies,HYUNDAI,primary_local,INE0V6F01027,Hyundai Motor I,Hyundai Motor India Limited
544276.BO,XBOM,HEAVY CIVIL INFRASTRUCTURE,Broad EPC & Civil,Civil Construction Companies,DBEIL,primary_local,INE0OPA01019,Deepak Builders & Engineers India Limited,Deepak Builders & Engineers India Limited
544277.BO,XBOM,"ENERGY, OIL & GAS",Solar & Renewables,Other Electrical Equipment Companies,WAAREEENER,primary_local,INE377N01017,Waaree Energies,Waaree Energies Limited
544278.BO,XBOM,CHEMICALS & POLYMERS,Speciality Chemicals,Specialty Chemicals Companies,OCCLLTD,primary_local,INE0PK601023,OCCL Limited,OCCL Limited
544279.BO,XBOM,FMCG CLUSTERS,Packaged Diversified FMCG,Diversified FMCG Companies,GODAVARIB,primary_local,INE497S01012,Godavari Bioref.,Godavari Biorefineries Limited
544280.BO,XBOM,DATA CENTER ECOSYSTEM,EPC / Buildout,Civil Construction Companies,AFCONS,primary_local,INE101I01011,Afcons Infrastr.,Afcons Infrastructure Limited
544281.BO,XBOM,HEAVY CIVIL INFRASTRUCTURE,Broad EPC & Civil,Civil Construction Companies,ABINFRA,primary_local,INE00YB01025,A B Infrabuild Limited,A B Infrabuild Limited
544282.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,IT Enabled Services (BPM),IT Enabled Services Companies,SAGILITY,primary_local,INE0W2G01015,Sagility,SAGILITY LIMITED
544283.BO,XBOM,"ENERGY, OIL & GAS",Power Generation,Power Generation Companies,ACMESOLAR,primary_local,INE622W01025,ACME Solar Hold.,Acme Solar Holdings Limited
544285.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,FoodTech & Q-Commerce,E-Retail/ E-Commerce Companies,SWIGGY,primary_local,INE00H001014,Swiggy,Swiggy Limited
544286.BO,XBOM,BANKING & FINANCIAL SERVICES,General Insurance,General Insurance Companies,NIVABUPA,primary_local,INE995S01015,Niva Bupa Health,Niva Bupa Health Insurance Company Limited
544288.BO,XBOM,Logistics & Trans,Logistics,Transport Related Services Companies,BLACKBUCK,primary_local,INE0UIZ01018,Blackbuck,BLACKBUCK LIMITED
544289.BO,XBOM,"ENERGY, OIL & GAS",Power Generation,Power Generation Companies,NTPCGREEN,primary_local,INE0ONG01011,NTPC Green Ene.,NTPC Green Energy Limited
544290.BO,XBOM,Env & Sustainability,Water & Effluent Mgmt,Water Supply & Management Companies,EIEL,primary_local,INE0LLY01014,Enviro Infra,Enviro Infra Engineers Limited
544291.BO,XBOM,POWER INFRA & ELECTRICALS,EPC - Power & Grid,Multi Utilities Companies,544291,primary_local,INE0VN801010,Rajesh Power,RAJESH POWER SERVICES LIMITED
544292.BO,XBOM,Healthcare Segments,Pharma,Pharmaceuticals Companies,ONESOURCE,primary_local,INE013P01021,Onesource Specialty Pharma Limited,Onesource Specialty Pharma Limited
544293.BO,XBOM,Healthcare Segments,Diagnostic & Lab Services,Healthcare Service Provider Companies,SURAKSHA,primary_local,INE877V01027,Suraksha Diagno.,Suraksha Diagnostic Limited
544294.BO,XBOM,DEFENSE & AEROSPACE SYSTEMS,Aerospace & Defense OEM,Aerospace & Defense Companies,ROSSTECH,primary_local,INE0OJW01016,Rossell Techsys,Rossell Techsys Limited
544296.BO,XBOM,BANKING & FINANCIAL SERVICES,Investment & Holding,Holding Company Companies,544296,primary_local,INE0DQN01013,Nisus Finance,NISUS FINANCE SERVICES CO LIMITED
544301.BO,XBOM,Media & Leisure,Advertising & Agencies,Advertising & Media Agencies Companies,ODIGMA,bse_security_id,INE054301028,Odigma Consultancy Solutions Limited,Odigma Consultancy Solutions Limited
544302.BO,XBOM,PROFESSIONAL SERVICES,"HR, Staffing & Training",Consulting Services Companies,INNOVANA,primary_local,INE403Y01018,Innovana Thinklabs Limited,Innovana Thinklabs Limited
544303.BO,XBOM,Media & Leisure,Advertising & Agencies,Advertising & Media Agencies Companies,544303,primary_local,INE0XAY01012,Toss The Coin,TOSS THE COIN LIMITED
544305.BO,XBOM,BANKING & FINANCIAL SERVICES,Fintech,Financial Technology (Fintech) Companies,MOBIKWIK,primary_local,INE0HLU01028,One Mobikwik,One Mobikwik Systems Limited
544306.BO,XBOM,Healthcare Segments,Pharma,Pharmaceuticals Companies,SAILIFE,primary_local,INE570L01029,Sai Life,Sai Life Sciences Limited
544307.BO,XBOM,Lifestyle & Retail,Hypermarkets & Dept. Stores,Diversified Retail Companies,VMM,primary_local,INE01EA01019,Vishal Mega Mart,Vishal Mega Mart Limited
544308.BO,XBOM,ENGINEERING & MANUFACTURING,Welding & Cryogenics,Industrial Gases Companies,544308,primary_local,INE168C01013,Hilltone Softwar,Hilltone Software and Gases Ltd
544309.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,IT Enabled Services (BPM),IT Enabled Services Companies,IKS,primary_local,INE115Q01022,Inventurus Knowl,Inventurus Knowledge Solutions Limited
544310.BO,XBOM,POWER INFRA & ELECTRICALS,Smart Metering & Inst.,Other Electrical Equipment Companies,544310,primary_local,INE00GK01023,Yash Highvoltage,Yash Highvoltage Limited
544311.BO,XBOM,PROFESSIONAL SERVICES,BPO & Specialized Services,Diversified Commercial Services Companies,IGIL,primary_local,INE0Q9301021,International Ge,International Gemmological Institute (India) Limited
